,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
27259,548,female,group A,associate's degree,free/reduced,completed,48,69,72
27260,550,male,group B,high school,free/reduced,completed,56,61,57
27261,551,female,group C,bachelor's degree,standard,none,76,76,82
27262,552,male,group D,associate's degree,standard,completed,98,97,100
27263,553,female,group B,bachelor's degree,standard,completed,55,60,62
27264,554,female,group C,some college,free/reduced,none,54,67,69
27265,555,male,group B,associate's degree,free/reduced,none,76,78,76
27266,556,female,group C,bachelor's degree,standard,completed,71,77,76
27267,557,male,group D,bachelor's degree,standard,completed,71,71,71
27268,558,female,group C,some college,free/reduced,none,48,66,64
27269,559,male,group D,associate's degree,free/reduced,none,44,41,40
27270,560,male,group B,associate's degree,standard,none,78,71,67
27271,561,female,group C,associate's degree,free/reduced,completed,48,59,53
27272,562,female,group E,master's degree,standard,none,80,72,72
27273,563,female,group E,high school,standard,completed,79,82,87
27274,564,female,group D,some college,standard,completed,68,73,74
27275,565,female,group D,associate's degree,free/reduced,completed,85,96,99
27276,566,male,group B,high school,free/reduced,none,54,41,38
27277,567,female,group C,some high school,standard,none,45,51,43
27278,568,female,group D,bachelor's degree,standard,none,63,75,76
27279,569,female,group A,bachelor's degree,standard,none,69,69,74
27280,570,female,group D,master's degree,free/reduced,none,74,84,85
27281,571,female,group B,some college,free/reduced,none,55,68,59
27282,572,male,group E,some college,free/reduced,none,64,46,48
27283,573,female,group D,some college,standard,none,87,89,82
27284,574,female,group D,associate's degree,standard,completed,79,86,91
27285,575,female,group E,some college,free/reduced,none,49,44,44
27286,576,male,group D,high school,standard,completed,75,72,72
27287,577,female,group B,high school,standard,completed,77,76,81
27288,578,male,group C,high school,free/reduced,none,44,48,40
27289,579,female,group B,associate's degree,free/reduced,completed,53,68,69
27290,580,male,group B,some college,standard,completed,49,38,48
27291,581,female,group C,some high school,free/reduced,none,39,48,46
27292,582,male,group C,associate's degree,standard,none,94,92,83
27293,583,male,group C,some college,free/reduced,none,38,35,33
27294,584,male,group C,some college,free/reduced,completed,61,61,57
27295,585,male,group D,associate's degree,standard,none,65,62,55
27296,586,male,group E,high school,free/reduced,completed,92,89,86
27297,587,female,group C,some high school,standard,completed,45,58,59
27298,588,male,group B,some college,standard,none,79,76,73
27299,589,male,group B,associate's degree,standard,none,82,80,77
27300,590,male,group B,some college,free/reduced,none,84,79,72
27301,591,female,group E,high school,standard,none,57,75,72
27302,592,male,group C,some high school,standard,none,72,74,68
27303,593,female,group C,master's degree,standard,none,75,90,82
27304,594,male,group B,some college,standard,completed,90,76,84
27305,595,female,group E,high school,free/reduced,none,84,92,89
27306,596,male,group E,associate's degree,free/reduced,none,83,80,74
27307,597,male,group B,master's degree,free/reduced,none,70,76,72
27308,598,male,group E,some college,standard,none,91,90,87
27309,599,male,group B,some high school,free/reduced,none,57,58,54
27310,600,male,group D,bachelor's degree,standard,completed,72,63,66
27311,601,female,group E,some college,free/reduced,completed,79,86,84
27312,602,male,group C,high school,free/reduced,none,60,57,60
27313,603,female,group D,high school,standard,completed,70,72,80
27314,604,male,group D,some college,free/reduced,completed,77,73,78
27315,605,male,group C,bachelor's degree,free/reduced,completed,74,69,69
27316,606,male,group A,associate's degree,free/reduced,none,58,59,58
27317,607,female,group A,master's degree,standard,completed,91,100,100
27318,608,female,group C,some college,free/reduced,completed,83,91,90
27319,609,male,group A,some high school,standard,none,56,60,58
27320,610,male,group D,associate's degree,standard,none,76,75,68
27321,611,male,group D,bachelor's degree,standard,none,60,47,51
27322,613,female,group A,some college,free/reduced,none,57,70,61
27323,614,male,group E,some college,standard,completed,76,71,72
27324,615,female,group D,bachelor's degree,standard,completed,75,75,85
27325,616,male,group C,some high school,free/reduced,none,54,61,49
27326,617,male,group C,some high school,standard,completed,72,69,72
27327,618,female,group C,high school,free/reduced,completed,62,73,72
27328,619,female,group D,associate's degree,free/reduced,completed,71,86,88
27329,620,male,group C,some high school,standard,none,49,47,42
27330,621,female,group D,associate's degree,standard,none,81,84,85
27331,622,male,group C,associate's degree,free/reduced,none,82,83,75
27332,623,male,group C,some college,standard,completed,74,73,77
27333,624,female,group B,high school,free/reduced,completed,44,53,58
27334,625,female,group C,some high school,standard,none,61,69,73
27335,626,female,group D,associate's degree,free/reduced,completed,59,68,77
27336,627,female,group C,some high school,standard,completed,53,72,73
27337,628,male,group D,associate's degree,standard,completed,71,70,70
27338,629,female,group A,some high school,standard,none,44,51,50
27339,630,male,group D,associate's degree,free/reduced,none,40,49,40
27340,631,male,group D,master's degree,free/reduced,completed,87,82,83
27341,632,male,group B,some high school,free/reduced,completed,38,34,40
27342,633,female,group C,bachelor's degree,standard,completed,83,93,91
27343,634,female,group C,some high school,standard,none,85,92,86
27344,635,female,group C,some college,standard,completed,60,79,86
27345,636,female,group C,associate's degree,free/reduced,completed,62,73,77
27346,637,female,group C,high school,standard,none,39,45,47
27347,638,female,group C,associate's degree,free/reduced,none,66,85,82
27348,639,male,group D,bachelor's degree,standard,none,64,63,63
27349,640,female,group D,high school,standard,none,63,69,67
27350,641,male,group E,bachelor's degree,free/reduced,none,87,77,78
27351,642,male,group B,some college,standard,none,55,53,46
27352,643,male,group E,some college,standard,none,73,63,61
27353,644,female,group E,some college,standard,none,82,84,89
27354,645,male,group B,some college,free/reduced,none,63,66,64
27355,646,female,group C,some high school,standard,none,55,60,66
27356,647,male,group A,high school,standard,completed,58,60,62
27357,648,female,group E,some college,standard,completed,87,88,90
27358,649,male,group E,high school,standard,completed,77,82,80
27359,650,male,group E,some high school,standard,none,84,70,63
27360,651,male,group D,some college,standard,none,76,62,59
27361,652,female,group B,some college,standard,completed,88,91,93
27362,653,female,group A,high school,free/reduced,completed,44,63,64
27363,654,female,group C,high school,standard,none,62,74,72
27364,655,male,group E,high school,standard,completed,92,84,81
27365,656,female,group B,associate's degree,standard,completed,66,81,80
27366,657,male,group C,some high school,standard,completed,78,73,70
27367,658,male,group A,high school,standard,completed,94,87,87
27368,659,female,group C,associate's degree,standard,none,61,66,64
27369,660,male,group E,bachelor's degree,free/reduced,completed,85,76,76
27370,661,female,group D,high school,standard,completed,47,53,55
27371,662,female,group D,some college,standard,none,64,82,72
27372,663,male,group C,some high school,free/reduced,none,47,39,47
27373,664,female,group C,some college,standard,none,64,65,63
27374,665,female,group B,some college,standard,none,68,69,67
27375,666,male,group D,some college,free/reduced,completed,65,74,68
27376,667,male,group C,some high school,standard,none,67,54,54
27377,668,male,group C,high school,free/reduced,none,60,52,53
27378,669,female,group C,high school,standard,none,79,81,82
27379,670,male,group D,associate's degree,standard,none,44,40,38
27380,671,male,group D,associate's degree,standard,none,33,20,21
27381,672,male,group E,some college,standard,none,71,66,60
27382,673,female,group A,associate's degree,standard,none,57,64,66
27383,674,male,group B,high school,free/reduced,none,55,52,38
27384,675,male,group C,bachelor's degree,standard,none,62,54,51
27385,676,female,group B,some college,standard,completed,69,79,78
27386,677,male,group B,high school,standard,none,95,75,73
27387,678,male,group C,high school,standard,none,53,51,51
27388,679,female,group C,high school,standard,none,62,65,69
27389,680,male,group B,associate's degree,standard,none,94,84,89
27390,681,male,group C,associate's degree,standard,completed,75,75,73
27391,682,male,group D,some college,standard,none,56,52,50
27392,683,male,group E,some high school,standard,none,89,94,85
27393,685,male,group C,some college,standard,none,73,68,71
27394,686,female,group D,some college,standard,none,83,95,98
27395,687,female,group E,associate's degree,free/reduced,none,63,79,69
27396,688,male,group C,associate's degree,standard,none,71,79,72
27397,689,female,group D,master's degree,standard,completed,74,77,84
27398,690,male,group B,associate's degree,standard,none,92,95,89
27399,691,male,group B,associate's degree,free/reduced,none,52,54,50
27400,692,male,group E,master's degree,free/reduced,none,87,82,83
27401,693,male,group A,some high school,standard,none,68,63,62
27402,694,female,group B,high school,standard,none,83,88,90
27403,695,female,group A,some high school,free/reduced,completed,58,69,76
27404,696,female,group B,some high school,standard,none,40,45,45
27405,697,male,group E,associate's degree,free/reduced,completed,78,81,82
27406,698,female,group B,some high school,standard,none,45,56,57
27407,699,male,group D,bachelor's degree,free/reduced,none,83,80,78
27408,700,male,group E,some college,free/reduced,completed,83,85,78
27409,701,female,group E,some high school,standard,none,70,65,60
27410,702,female,group D,some college,free/reduced,none,55,69,73
27411,703,male,group A,some college,standard,none,38,32,28
27412,704,female,group C,associate's degree,free/reduced,completed,72,76,79
27413,705,female,group B,some college,free/reduced,none,72,74,71
27414,706,male,group C,some college,standard,none,73,57,61
27415,708,male,group D,some high school,free/reduced,none,73,74,64
